"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","netuse","netusoft","netustm","nwspol","nwsppol","nwsptot","pplfair","pplhlp","ppltrst","rdpol","rdtot","tvpol","tvtot","lrscale","trstlgl","trstplt","prtvtgb","prtvtagb","prtvtbgb","prtvtcgb","prtvtdgb","aesfdrk","atchctr","atcherp","blgetmg","brghmwr","brncntr","cntbrthd","ctzcntr","dscrgrp","rlgdngb","rlgdegb","hhmmb","gndr","gndr2","yrbrn","age","agea","agegroup","edlvgb","edlvagb","marstgb","rshpsgb","ipstrgv","ipstrgva","region","regiongb"
"ESS1e06_7",1,"6.7","23.11.2023",100220,"GB",1.5768,2.3146055,2.3268416,5.3857203,,,,1,,,,0,1,3,7,2,66,0,1,6,8,1,4,1,,,,,4,,,2,,1,,1,2,,,3,2,1,1951,,51,,4,,,,1,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100221,"GB",0.5256,0.7715351,2.3268416,1.7952399,,,,0,,,,66,0,1,2,1,2,7,3,7,5,4,0,66,,,,,3,,,2,,1,,1,1,,,1,2,6,1959,,43,,0,,,,1,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100301,"GB",0.5256,0.8279003,2.3268416,1.9263928,,,,6,,,,2,2,0,6,0,2,2,3,7,4,0,0,66,,,,,1,,,1,,1,,1,2,,,1,2,6,1968,,34,,3,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100302,"GB",0.5256,0.9727906,2.3268416,2.2635295,,,,7,,,,1,1,5,5,7,1,4,2,7,3,3,6,2,,,,,4,,,2,,1,,1,2,,,1,1,6,1971,,31,,4,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100304,"GB",1.0512,1.6322713,2.3268416,3.7980368,,,,5,,,,1,2,3,3,3,1,7,6,7,5,3,2,66,,,,,4,,,2,,1,,1,1,,,2,1,2,1953,,49,,0,,,,1,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100305,"GB",0.5256,0.81613564,2.3268416,1.8990184,,,,0,,,,1,6,8,9,8,2,2,2,2,5,7,6,2,,,,,1,,,2,,2,,2,2,,,1,1,6,1954,,48,,4,,,,3,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100310,"GB",0.5256,0.81613564,2.3268416,1.8990184,,,,4,,,,1,1,0,10,0,1,1,6,6,6,8,5,3,,,,,3,,,1,,2,,1,2,,,3,1,7,1949,,53,,0,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100313,"GB",0.5256,0.8082622,2.3268416,1.8806982,,,,2,,,,1,3,4,7,1,2,7,3,7,88,5,2,66,,,,,4,,,2,,1,,1,2,,,1,2,6,7777,,999,,99,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100314,"GB",1.0512,1.6558006,2.3268416,3.8527856,,,,5,,,,1,2,7,2,5,1,2,1,7,5,5,2,2,,,,,3,,,2,,2,,2,1,,,2,2,1,1970,,32,,2,,,,1,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100317,"GB",0.5256,0.8279003,2.3268416,1.9263928,,,,7,,,,2,3,9,6,8,2,2,3,7,4,8,4,2,,,,,3,,,2,,1,,1,2,,,1,2,6,1978,,24,,4,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100320,"GB",0.5256,0.7715351,2.3268416,1.7952399,,,,1,,,,2,3,9,5,9,5,7,2,6,2,9,5,2,,,,,1,,,2,,1,,1,1,,,5,2,1,1963,,39,,4,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100322,"GB",1.0512,1.9455812,2.3268416,4.527059,,,,7,,,,7,7,3,2,4,0,1,3,7,5,4,8,66,,,,,4,,,1,,2,,1,2,,,4,1,1,1986,,16,,1,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100324,"GB",1.0512,1.4326712,2.3268416,3.3335989,,,,0,,,,1,2,0,3,0,3,3,7,7,5,6,0,3,,,,,4,,,2,,2,,1,2,,,2,1,2,1936,,66,,3,,,,1,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100401,"GB",1.5768,2.1490068,2.3268416,5.0003986,,,,0,,,,2,3,5,5,5,7,7,1,6,5,6,4,7,,,,,1,,,1,,2,,1,1,,,3,1,2,1933,,69,,4,,,,2,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100405,"GB",0.5256,0.9727906,2.3268416,2.2635295,,,,7,,,,1,2,6,6,7,1,5,1,3,6,7,6,66,,,,,1,,,2,,1,,1,2,,,1,1,6,1977,,25,,4,,,,2,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100411,"GB",1.0512,1.6322713,2.3268416,3.7980368,,,,7,,,,66,0,5,3,5,4,5,2,2,3,6,7,66,,,,,3,,,2,,1,,1,2,,,4,1,2,1965,,37,,4,,,,3,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100413,"GB",0.5256,0.88928574,2.3268416,2.069227,,,,0,,,,1,2,7,5,5,66,0,2,7,6,10,8,2,,,,,4,,,2,,1,,1,2,,,1,2,6,1935,,67,,0,,,,1,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100415,"GB",0.5256,0.7715351,2.3268416,1.7952399,,,,6,,,,1,2,7,6,7,2,2,2,4,4,8,6,2,,,,,4,,,1,,1,,1,1,,,1,2,6,1966,,36,,4,,,,4,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100416,"GB",0.5256,0.8279003,2.3268416,1.9263928,,,,0,,,,66,0,7,8,4,0,1,4,5,5,7,2,6,,,,,2,,,2,,1,,1,2,,,1,2,6,1978,,24,,4,,,,5,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100421,"GB",1.0512,1.5430702,2.3268416,3.5904799,,,,6,,,,3,4,4,3,5,66,0,4,7,5,7,5,2,,,,,2,,,1,,1,,1,1,,,1,2,6,1966,,36,,1,,,,2,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100424,"GB",1.0512,1.6322713,2.3268416,3.7980368,,,,0,,,,66,0,10,10,6,66,0,1,7,5,0,0,2,,,,,3,,,2,,1,,1,1,,,2,1,1,1960,,42,,0,,,,,,,8
"ESS1e06_7",1,"6.7","23.11.2023",100503,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,6,7,0,1,3,0,1,3,6,5,0,1,2,,,,,4,,,2,,1,,1,2,,,1,2,6,1941,,61,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100505,"GB",1.0512,1.2711874,2.3268416,2.957852,,,,7,,,,66,0,5,7,5,66,0,3,7,8,10,5,4,,,,,2,,,2,,1,,1,2,,,2,1,2,1951,,51,,1,,,,4,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100507,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,1,2,5,8,5,3,7,5,7,5,5,4,1,,,,,2,,,2,,1,,1,2,,,1,2,6,1925,,77,,1,,,,3,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100508,"GB",1.5768,2.2727823,2.3268416,5.2884045,,,,3,,,,1,1,6,4,7,1,5,2,6,5,7,4,2,,,,,2,,,2,,2,,1,2,,,3,1,1,1975,,27,,2,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100509,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,6,,,,1,2,6,3,6,1,7,2,4,4,4,3,4,,,,,2,,,2,,1,,1,2,,,4,2,1,1965,,38,,1,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100510,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,2,3,8,9,3,66,0,2,7,5,1,2,2,,,,,2,,,2,,1,,1,2,,,2,1,2,1925,,77,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100511,"GB",2.1024,2.5423748,2.3268416,5.915704,,,,7,,,,1,1,5,5,6,6,7,2,4,5,5,3,2,,,,,2,,,2,,1,,1,2,,,4,1,2,1950,,52,,3,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100512,"GB",1.0512,1.5151882,2.3268416,3.525603,,,,0,,,,66,0,5,3,2,0,1,0,1,88,0,0,66,,,,,1,,,2,,1,,1,2,,,2,1,1,1980,,22,,0,,,,6,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100514,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,1,2,10,10,2,1,2,5,6,5,2,0,77,,,,,1,,,2,,1,,1,2,,,1,2,6,1923,,79,,1,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100516,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,6,,,,1,2,5,5,6,2,2,7,7,9,8,0,2,,,,,1,,,2,,1,,1,2,,,2,2,1,1950,,52,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100517,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,6,,,,1,1,4,5,4,0,3,2,4,88,4,3,66,,,,,3,,,2,,1,,1,2,,,3,2,1,1960,,42,,2,,,,6,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100518,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,0,1,5,5,5,66,0,2,7,6,6,5,66,,,,,2,,,2,,1,,1,2,,,1,2,6,1919,,83,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100519,"GB",0.5256,0.64475584,2.3268416,1.5002447,,,,0,,,,1,2,7,7,5,66,0,2,7,4,3,4,2,,,,,2,,,2,,1,,1,2,,,2,2,2,1970,,33,,1,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100520,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,66,0,4,8,4,1,7,3,3,88,0,0,88,,,,,3,,,2,,1,,1,2,,,2,1,2,1930,,72,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100522,"GB",0.5256,0.6008595,2.3268416,1.3981049,,,,0,,,,0,1,6,4,3,66,0,4,7,88,5,5,4,,,,,2,,,2,,1,,1,2,,,1,2,6,1967,,35,,1,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100523,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,2,2,3,7,3,1,3,0,6,5,7,7,2,,,,,1,,,2,,1,,1,2,,,2,1,2,1941,,61,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100601,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,0,,,,66,0,4,2,4,2,6,1,4,5,3,2,66,,,,,2,,,2,,1,,1,1,,,4,2,1,1965,,37,,1,,,,5,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100603,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,0,,,,0,1,7,7,5,66,0,2,7,3,10,0,66,,,,,4,,,2,,1,,1,2,,,4,2,1,1962,,40,,0,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100604,"GB",1.0512,1.2895117,2.3268416,3.0004895,,,,1,,,,66,0,5,5,5,66,0,1,7,5,4,4,4,,,,,1,,,2,,1,,1,2,,,4,2,1,1969,,33,,1,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100605,"GB",0.5256,0.557871,2.3268416,1.2980775,,,,0,,,,66,0,8,7,7,66,0,2,7,5,8,8,2,,,,,3,,,2,,1,,1,2,,,1,1,6,1925,,77,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100606,"GB",0.5256,0.6008595,2.3268416,1.3981049,,,,0,,,,66,0,1,4,8,0,7,1,2,0,0,0,66,,,,,4,,,2,,1,,1,2,,,1,2,6,1952,,50,,0,,,,5,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100607,"GB",1.0512,1.3851237,2.3268416,3.2229636,,,,0,,,,0,2,4,4,8,0,1,3,6,5,4,0,4,,,,,3,,,2,,1,,1,2,,,3,2,1,1944,,58,,0,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100610,"GB",1.5768,2.2727823,2.3268416,5.2884045,,,,7,,,,66,0,4,2,4,0,1,3,5,88,5,6,66,,,,,2,,,2,,1,,1,2,,,3,1,1,1984,,18,,2,,,,4,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100611,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,66,0,5,6,0,0,7,2,4,3,0,0,4,,,,,4,,,2,,1,,1,2,,,2,1,1,1921,,81,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100613,"GB",0.5256,0.6355937,2.3268416,1.478926,,,,5,,,,1,1,6,6,6,1,1,2,7,3,6,6,4,,,,,1,,,2,,1,,1,2,,,1,1,6,1953,,49,,2,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100614,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,1,2,4,4,3,7,7,4,6,7,7,2,1,,,,,2,,,2,,1,,1,2,,,2,1,2,1944,,59,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100615,"GB",0.5256,0.557871,2.3268416,1.2980775,,,,0,,,,0,3,6,6,6,5,7,3,5,7,0,0,1,,,,,2,,,2,,1,,1,2,,,1,1,6,1929,,73,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100617,"GB",0.5256,0.557871,2.3268416,1.2980775,,,,0,,,,1,3,5,6,6,66,0,2,3,5,8,4,1,,,,,2,,,2,,1,,1,2,,,1,1,6,1914,,88,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100618,"GB",1.0512,1.3851237,2.3268416,3.2229636,,,,0,,,,2,2,6,7,4,3,3,2,2,7,5,2,1,,,,,2,,,2,,1,,1,2,,,2,2,1,1932,,70,,4,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100620,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,1,3,5,8,5,66,0,5,7,6,10,3,66,,,,,4,,,2,,1,,1,2,,,1,2,6,1922,,80,,2,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100621,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,66,0,8,8,8,2,2,5,5,10,3,6,1,,,,,1,,,2,,1,,1,2,,,3,1,2,1925,,77,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100624,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,1,4,5,5,2,0,2,3,4,8,4,2,77,,,,,3,,,2,,1,,1,2,,,2,1,2,1926,,76,,4,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100703,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,0,,,,1,1,7,7,7,1,2,2,3,4,5,3,2,,,,,2,,,2,,1,,1,2,,,3,2,1,1955,,48,,4,,,,5,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100707,"GB",1.5768,2.2727823,2.3268416,5.2884045,,,,3,,,,2,2,6,1,0,66,0,2,3,6,1,4,66,,,,,2,,,2,,1,,1,2,,,3,1,1,1973,,29,,4,,,,4,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100708,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,2,2,5,3,2,66,0,2,2,7,4,0,1,,,,,2,,,2,,1,,1,2,,,2,1,2,1930,,73,,5,,,,4,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100716,"GB",1.5768,1.9342675,2.3268416,4.5007343,,,,6,,,,2,5,5,5,3,0,5,2,4,2,4,4,3,,,,,2,,,2,,1,,1,1,,,3,2,1,1981,,21,,2,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100717,"GB",1.0512,1.2711874,2.3268416,2.957852,,,,2,,,,1,1,8,4,2,3,5,3,5,4,9,2,66,,,,,2,,,2,,2,,1,2,,,2,1,1,1955,,48,,4,,,,5,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100719,"GB",1.0512,1.2711874,2.3268416,2.957852,,,,7,,,,66,0,6,6,7,0,1,1,1,8,7,2,1,,,,,2,,,2,,1,,1,2,,,3,1,2,1961,,42,,4,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100721,"GB",0.5256,0.64475584,2.3268416,1.5002447,,,,7,,,,0,1,5,5,2,0,1,2,4,7,7,2,1,,,,,2,,,2,,1,,1,2,,,1,2,6,1977,,25,,4,,,,3,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100722,"GB",1.0512,1.115742,2.3268416,2.596155,,,,7,,,,1,1,3,4,3,1,1,2,3,6,5,1,3,,,,,2,,,2,,1,,1,1,,,2,1,2,1934,,69,,4,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100801,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,66,0,6,6,6,7,7,3,4,6,7,5,66,,,,,3,,,2,,1,,1,1,,,1,2,6,1936,,66,,4,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100802,"GB",0.5256,0.6355937,2.3268416,1.478926,,,,6,,,,66,0,3,8,5,66,0,66,0,5,88,3,66,,,,,1,,,2,,2,,2,2,,,1,1,6,1966,,36,,1,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100803,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,66,0,10,0,6,7,7,7,7,10,5,10,2,,,,,1,,,2,,1,,1,2,,,1,2,6,1921,,81,,0,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100805,"GB",4,4.2455935,2.3268416,9.878823,,,,0,,,,66,0,5,3,5,66,0,2,7,4,5,4,2,,,,,2,,,2,,1,,1,1,,,3,1,1,1925,,77,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100806,"GB",1.0512,1.5151882,2.3268416,3.525603,,,,7,,,,1,2,6,5,7,1,1,1,3,6,6,2,66,,,,,2,,,2,,2,,2,2,,,2,1,2,1978,,24,,4,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100812,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,0,,,,1,1,3,3,1,1,2,1,4,88,3,3,2,,,,,2,,,2,,1,,1,2,,,1,2,6,1926,,77,,2,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100814,"GB",1.0512,1.201719,2.3268416,2.7962098,,,,0,,,,66,0,6,8,3,0,1,3,6,3,6,6,1,,,,,3,,,2,,1,,1,2,,,4,2,1,1968,,35,,4,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100815,"GB",1.0512,1.2711874,2.3268416,2.957852,,,,7,,,,2,3,6,6,7,2,4,6,7,5,7,7,66,,,,,3,,,2,,1,,1,2,,,2,1,2,1960,,42,,3,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100823,"GB",2.1024,2.7702475,2.3268416,6.445927,,,,1,,,,1,2,7,5,7,66,0,3,7,5,3,5,2,,,,,3,,,2,,1,,1,2,,,4,2,2,1939,,63,,0,,,,9,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100824,"GB",2.1024,2.403438,2.3268416,5.5924196,,,,1,,,,66,0,6,5,6,2,6,2,2,5,7,3,66,,,,,2,,,2,,1,,1,1,,,5,2,1,1958,,44,,1,,,,3,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100902,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,5,7,8,7,8,0,1,7,7,4,0,0,4,,,,,2,,,2,,1,,1,2,,,2,1,2,1933,,69,,0,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100907,"GB",1.5768,1.8025786,2.3268416,4.194315,,,,4,,,,0,1,6,7,6,2,7,0,2,7,8,7,2,,,,,3,,,2,,1,,1,2,,,5,2,1,1958,,44,,0,,,,2,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100911,"GB",1.5768,2.2727823,2.3268416,5.2884045,,,,6,,,,1,2,3,3,2,0,5,3,3,5,4,5,66,,,,,1,,,2,,1,,1,2,,,3,1,1,1981,,21,,2,,,,5,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100913,"GB",1.5768,2.0776856,2.3268416,4.8344455,,,,0,,,,1,1,5,5,0,66,0,2,6,5,5,5,2,,,,,2,,,2,,1,,1,2,,,4,2,2,1939,,63,,1,,,,3,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100918,"GB",1.0512,1.115742,2.3268416,2.596155,,,,0,,,,3,7,2,1,2,7,7,66,0,3,1,1,4,,,,,2,,,2,,1,,1,2,,,2,1,2,1938,,64,,1,,,,,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100922,"GB",0.5256,0.69256186,2.3268416,1.6114818,,,,1,,,,66,0,6,7,7,1,1,2,6,7,8,6,1,,,,,2,,,2,,1,,1,2,,,1,2,6,1942,,60,,2,,,,3,,,11
"ESS1e06_7",1,"6.7","23.11.2023",100923,"GB",1.0512,1.115742,2.3268416,2.596155,,,,3,,,,1,2,8,6,5,1,2,2,2,5,2,3,4,,,,,2,,,2,,1,,1,2,,,2,1,2,1928,,74,,4,,,,1,,,11
"ESS1e06_7",1,"6.7","23.11.2023",101001,"GB",0.5256,0.64475584,2.3268416,1.5002447,,,,7,,,,1,7,4,5,4,1,5,3,6,5,2,3,4,,,,,2,,,2,,1,,1,2,,,2,2,1,1976,,26,,1,,,,4,,,11
"ESS1e06_7",1,"6.7","23.11.2023",101003,"GB",1.0512,1.3851237,2.3268416,3.2229636,,,,1,,,,2,4,7,6,7,66,0,6,7,4,8,7,66,,,,,3,,,2,,1,,1,2,,,2,2,2,1929,,73,,99,,,,6,,,11
"ESS1e06_7",1,"6.7","23.11.2023",101004,"GB",1.0512,1.3851237,2.3268416,3.2229636,,,,0,,,,1,6,5,4,5,66,0,3,7,7,0,0,2,,,,,4,,,2,,1,,1,2,,,2,2,1,1927,,75,,0,,,,1,,,11
